shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-18300,Apex Logistics Corp,+15559765062,+15555387900,Freight schedule check for shipment SHP-SHP-18300. All parameters within compliance. Thank you.,ham
SHP-18301,Cascade Carrier Group,dispatch-support@gmail-logistics.com,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-18302,Summit Logistics Inc,+15553588769,+15558787323,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18302 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-18303,Cascade Carrier Group,dispatch-support@gmail-logistics.com,Unknown,"Financial Alert: Updated bank routing and account numbers for Cascade Carrier Group billing department. Wire cargo fees to Routing: 11133369, Account: 877235586. Confirm deposit.",spam
SHP-18304,Cascade Carrier Group,+15556337974,+15552237134,Freight schedule check for shipment SHP-SHP-18304. All parameters within compliance. Thank you.,ham
SHP-18305,Sentinel Delivery Systems,+15551932612,+15557144427,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18306,Delta Freight Systems,+15555121914,+15557312770,"Hi, driver John here. Load SHP-SHP-18306 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18307,Global Cargo Solutions,+15555840407,+15556230529,"Hi, driver John here. Load SHP-SHP-18307 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18308,Vanguard Transport,+15553646009,+15555848175,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18308 with Vanguard Transport. Let us know if you need changes.",ham
SHP-18309,Global Cargo Solutions,+15559272291,+15556504730,Load SHP-SHP-18309 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18310,Sentinel Delivery Systems,+15554726797,+15553578551,Freight schedule check for shipment SHP-SHP-18310. All parameters within compliance. Thank you.,ham
SHP-18311,Sentinel Delivery Systems,+15552188593,+15552533327,Truck inspection completed for SHP-SHP-18311. Trailer seal ID: 25217. Driver heading to route.,ham
SHP-18312,Horizon Shipping Lines,carrier-check@gmail-logistics.com,Unknown,Immediate action required. Verify your logistics dispatcher credentials within 24 hours to prevent account suspension: http://verify-horizonshippinglines-auth.org/login,spam
SHP-18313,Horizon Shipping Lines,billing-ops@outlook-cargo.net,Unknown,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-horizonshippinglines.com,spam
SHP-18314,Apex Logistics Corp,+15558982584,+15554626324,Invoice submitted for carrier fees for SHP-SHP-18314. Please check credit limit terms.,ham
SHP-18315,Global Cargo Solutions,+15558506652,+15556788748,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18316,Titan Heavy Hauling,+15552414917,+15551723676,Freight schedule check for shipment SHP-SHP-18316. All parameters within compliance. Thank you.,ham
SHP-18317,Apex Logistics Corp,+15558896174,+15555899894,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18318,Apex Logistics Corp,+15559617348,+15554614022,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-18319,Titan Heavy Hauling,+15552197005,+15551145719,Freight schedule check for shipment SHP-SHP-18319. All parameters within compliance. Thank you.,ham
SHP-18320,Vanguard Transport,+15558612952,+15551688111,Express Delivery Notice: Parcel SHP-SHP-18320 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-vanguardtransport.com,spam
SHP-18321,Apex Logistics Corp,+15551103534,+15553510985,"Hi, driver John here. Load SHP-SHP-18321 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18322,Titan Heavy Hauling,dispatch-support@gmail-logistics.com,Unknown,"Broker Alert: Trailer locks on shipment SHP-SHP-18322 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 673 Industrial Way, Phoenix, AZ.",spam
SHP-18323,Apex Logistics Corp,dispatch-support@gmail-logistics.com,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-18324,Vanguard Transport,+15552877401,+15551087093,Truck inspection completed for SHP-SHP-18324. Trailer seal ID: 97073. Driver heading to route.,ham
SHP-18325,Vanguard Transport,+15559000293,+15552086777,Freight schedule check for shipment SHP-SHP-18325. All parameters within compliance. Thank you.,ham
SHP-18326,Apex Logistics Corp,+15556115634,+15552331384,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18326 with Apex Logistics Corp. Let us know if you need changes.",ham
SHP-18327,Global Cargo Solutions,+15554011059,+15553513552,Freight schedule check for shipment SHP-SHP-18327. All parameters within compliance. Thank you.,ham
SHP-18328,Titan Heavy Hauling,+15555316629,+15553266913,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18329,Cascade Carrier Group,+15558258434,+15558483762,Freight schedule check for shipment SHP-SHP-18329. All parameters within compliance. Thank you.,ham
SHP-18330,Titan Heavy Hauling,+15553616132,+15556482131,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-18331,Summit Logistics Inc,+15556304041,+15556483456,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18332,Apex Logistics Corp,+15552403052,+15559694882,Truck inspection completed for SHP-SHP-18332. Trailer seal ID: 40536. Driver heading to route.,ham
SHP-18333,Titan Heavy Hauling,+15551845592,+15556558875,Truck inspection completed for SHP-SHP-18333. Trailer seal ID: 88796. Driver heading to route.,ham
SHP-18334,Horizon Shipping Lines,+15551033113,+15553862685,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18335,Summit Logistics Inc,dispatch-support@gmail-logistics.com,Unknown,Verify your mobile device update for carrier logs. One-time code: 4526.,spam
SHP-18336,Cascade Carrier Group,+15554259728,+15553577539,Urgent operational notice. Driver switch completed for SHP-SHP-18336. Driver ID: CAR-615. Release trailer to carrier license plate 8BX97 immediately.,spam
SHP-18337,Apex Logistics Corp,carrier-check@gmail-logistics.com,Unknown,"URGENT: Change credit payment terms for shipment SHP-SHP-18337. Direct wire transfer required. Sender routing 92625957, bank account 961122230.",spam
SHP-18338,Titan Heavy Hauling,+15553805415,+15553984443,"Broker Alert: Trailer locks on shipment SHP-SHP-18338 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 535 Industrial Way, Phoenix, AZ.",spam
SHP-18339,Sentinel Delivery Systems,+15559371796,+15554276627,Checking trailer temperature for SHP-SHP-18339. Climate control working properly.,ham
SHP-18340,Apex Logistics Corp,+15558254446,+15554865324,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-18341,Apex Logistics Corp,+15557566729,+15558534860,Freight schedule check for shipment SHP-SHP-18341. All parameters within compliance. Thank you.,ham
SHP-18342,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,"URGENT: Change credit payment terms for shipment SHP-SHP-18342. Direct wire transfer required. Sender routing 91696589, bank account 566176629.",spam
SHP-18343,Summit Logistics Inc,+15551697317,+15555312054,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18344,Horizon Shipping Lines,+15556380888,+15559424336,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-horizonshippinglines.com,spam
SHP-18345,Summit Logistics Inc,+15558847949,+15558748005,Freight schedule check for shipment SHP-SHP-18345. All parameters within compliance. Thank you.,ham
SHP-18346,Global Cargo Solutions,+15556780965,+15554313846,Invoice submitted for carrier fees for SHP-SHP-18346. Please check credit limit terms.,ham
SHP-18347,Summit Logistics Inc,dispatch-support@gmail-logistics.com,Unknown,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-18348,Sentinel Delivery Systems,+15553449838,+15553911243,Invoice submitted for carrier fees for SHP-SHP-18348. Please check credit limit terms.,ham
SHP-18349,Horizon Shipping Lines,+15555312728,+15559963980,Freight schedule check for shipment SHP-SHP-18349. All parameters within compliance. Thank you.,ham
SHP-18350,Summit Logistics Inc,+15555859387,+15558186447,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-18351,Summit Logistics Inc,+15554172651,+15551504462,Truck inspection completed for SHP-SHP-18351. Trailer seal ID: 27681. Driver heading to route.,ham
SHP-18352,Apex Logistics Corp,+15554376343,+15553889054,"Attention Driver: Shipment SHP-SHP-18352 destination modified due to logistical error. Deliver container to yard at 493 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-18353,Delta Freight Systems,+15555105321,+15554663525,Attention carrier: Unusual login attempt detected on your broker account. Confirm identity at http://deltafreightsystems-security-check.com,spam
SHP-18354,Cascade Carrier Group,+15553223080,+15559788838,Checking trailer temperature for SHP-SHP-18354. Climate control working properly.,ham
SHP-18355,Vanguard Transport,+15556087959,+15553495761,Invoice submitted for carrier fees for SHP-SHP-18355. Please check credit limit terms.,ham
SHP-18356,Apex Logistics Corp,+15551012148,+15552896527,Load SHP-SHP-18356 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18357,Delta Freight Systems,+15552228512,+15552308430,Invoice submitted for carrier fees for SHP-SHP-18357. Please check credit limit terms.,ham
SHP-18358,Cascade Carrier Group,+15552665954,+15556212784,Invoice submitted for carrier fees for SHP-SHP-18358. Please check credit limit terms.,ham
SHP-18359,Global Cargo Solutions,+15556933375,+15555082721,"Hi, this is broker support for Global Cargo Solutions. Change the dropoff destination of shipment SHP-SHP-18359 to 210 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-18360,Summit Logistics Inc,dispatch-support@gmail-logistics.com,Unknown,Urgent operational notice. Driver switch completed for SHP-SHP-18360. Driver ID: CAR-573. Release trailer to carrier license plate 7BX83 immediately.,spam
SHP-18361,Vanguard Transport,+15557111775,+15551380507,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18362,Cascade Carrier Group,+15553026133,+15557218362,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18363,Global Cargo Solutions,dispatch-support@gmail-logistics.com,Unknown,Express Delivery Notice: Parcel SHP-SHP-18363 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-globalcargosolutions.com,spam
SHP-18364,Summit Logistics Inc,+15553334401,+15558707958,"Hi, driver John here. Load SHP-SHP-18364 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18365,Horizon Shipping Lines,+15556635435,+15557660217,"Hi, driver John here. Load SHP-SHP-18365 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18366,Summit Logistics Inc,+15551142955,+15559827228,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-18367,Titan Heavy Hauling,+15557603102,+15558470241,Load SHP-SHP-18367 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18368,Vanguard Transport,+15556190801,+15555135315,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18368 with Vanguard Transport. Let us know if you need changes.",ham
SHP-18369,Global Cargo Solutions,+15554836665,+15559437914,Invoice submitted for carrier fees for SHP-SHP-18369. Please check credit limit terms.,ham
SHP-18370,Horizon Shipping Lines,+15555465002,+15554119712,Truck inspection completed for SHP-SHP-18370. Trailer seal ID: 34257. Driver heading to route.,ham
SHP-18371,Vanguard Transport,+15554703422,+15551515690,Truck inspection completed for SHP-SHP-18371. Trailer seal ID: 37567. Driver heading to route.,ham
SHP-18372,Vanguard Transport,+15552879338,+15555719223,Truck inspection completed for SHP-SHP-18372. Trailer seal ID: 69999. Driver heading to route.,ham
SHP-18373,Delta Freight Systems,+15552061027,+15557929491,Load SHP-SHP-18373 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18374,Horizon Shipping Lines,+15556250879,+15556211639,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18374. Status: In Transit.",ham
SHP-18375,Apex Logistics Corp,+15555354774,+15555129294,Truck inspection completed for SHP-SHP-18375. Trailer seal ID: 82203. Driver heading to route.,ham
SHP-18376,Sentinel Delivery Systems,+15556637962,+15553241147,Truck inspection completed for SHP-SHP-18376. Trailer seal ID: 84037. Driver heading to route.,ham
SHP-18377,Sentinel Delivery Systems,+15556120156,+15556599059,Invoice submitted for carrier fees for SHP-SHP-18377. Please check credit limit terms.,ham
SHP-18378,Horizon Shipping Lines,+15553994865,+15554139613,Checking trailer temperature for SHP-SHP-18378. Climate control working properly.,ham
SHP-18379,Summit Logistics Inc,+15555690344,+15553539706,Truck inspection completed for SHP-SHP-18379. Trailer seal ID: 23457. Driver heading to route.,ham
SHP-18380,Global Cargo Solutions,+15559837330,+15556397618,"Hi, this is broker support for Global Cargo Solutions. Change the dropoff destination of shipment SHP-SHP-18380 to 725 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-18381,Summit Logistics Inc,+15556811532,+15558385086,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18382,Sentinel Delivery Systems,+15553964973,+15554606317,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18382. Status: In Transit.",ham
SHP-18383,Delta Freight Systems,+15551545747,+15553144978,Load SHP-SHP-18383 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18384,Cascade Carrier Group,+15556614911,+15554075295,Load SHP-SHP-18384 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18385,Cascade Carrier Group,+15559178706,+15554660723,Load SHP-SHP-18385 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18386,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,"Sentinel Cargo ID validation: Enter OTP 6933 to complete gate registration. If you did not request this, contact support.",spam
SHP-18387,Horizon Shipping Lines,+15552593349,+15552962474,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18387 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-18388,Global Cargo Solutions,+15554986535,+15554460115,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18388 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-18389,Cascade Carrier Group,+15555932239,+15553958801,Freight schedule check for shipment SHP-SHP-18389. All parameters within compliance. Thank you.,ham
SHP-18390,Global Cargo Solutions,+15556184587,+15556225526,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18391,Delta Freight Systems,+15552173006,+15558677416,Checking trailer temperature for SHP-SHP-18391. Climate control working properly.,ham
SHP-18392,Global Cargo Solutions,+15556847533,+15559615090,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18393,Global Cargo Solutions,+15553920992,+15556549843,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18394,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,Notice of invoice dispute for SHP-SHP-18394. Payment details changed to new escrow account. Wire funds to holding bank routing 47664344.,spam
SHP-18395,Delta Freight Systems,+15553587171,+15551003309,Freight schedule check for shipment SHP-SHP-18395. All parameters within compliance. Thank you.,ham
SHP-18396,Titan Heavy Hauling,+15558979998,+15555920075,Freight schedule check for shipment SHP-SHP-18396. All parameters within compliance. Thank you.,ham
SHP-18397,Titan Heavy Hauling,+15556545110,+15552726362,Invoice submitted for carrier fees for SHP-SHP-18397. Please check credit limit terms.,ham
SHP-18398,Cascade Carrier Group,+15551790871,+15558375003,Invoice submitted for carrier fees for SHP-SHP-18398. Please check credit limit terms.,ham
SHP-18399,Cascade Carrier Group,+15556263501,+15557640148,"Financial Alert: Updated bank routing and account numbers for Cascade Carrier Group billing department. Wire cargo fees to Routing: 96120830, Account: 237902580. Confirm deposit.",spam
SHP-18400,Sentinel Delivery Systems,+15552320723,+15558052663,Truck inspection completed for SHP-SHP-18400. Trailer seal ID: 58182. Driver heading to route.,ham
SHP-18401,Summit Logistics Inc,+15552666805,+15552405840,Load SHP-SHP-18401 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18402,Global Cargo Solutions,+15556237443,+15551477904,Checking trailer temperature for SHP-SHP-18402. Climate control working properly.,ham
SHP-18403,Titan Heavy Hauling,+15559688877,+15551692695,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18403. Status: In Transit.",ham
SHP-18404,Vanguard Transport,+15557858904,+15555191334,"Hi, driver John here. Load SHP-SHP-18404 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18405,Titan Heavy Hauling,+15556458259,+15553880977,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18406,Titan Heavy Hauling,+15556940889,+15557693721,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18406 with Titan Heavy Hauling. Let us know if you need changes.",ham
SHP-18407,Global Cargo Solutions,+15555881799,+15559575988,"Attention Driver: Shipment SHP-SHP-18407 destination modified due to logistical error. Deliver container to yard at 918 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-18408,Summit Logistics Inc,+15554335729,+15551497528,Truck inspection completed for SHP-SHP-18408. Trailer seal ID: 60359. Driver heading to route.,ham
SHP-18409,Apex Logistics Corp,+15558561975,+15559198215,Truck inspection completed for SHP-SHP-18409. Trailer seal ID: 64161. Driver heading to route.,ham
SHP-18410,Horizon Shipping Lines,+15558048252,+15556810442,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18410 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-18411,Global Cargo Solutions,+15555101786,+15554366179,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18411 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-18412,Titan Heavy Hauling,+15558273791,+15554302644,Load SHP-SHP-18412 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18413,Apex Logistics Corp,+15559483345,+15557371071,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18414,Vanguard Transport,+15554134640,+15556646515,Invoice submitted for carrier fees for SHP-SHP-18414. Please check credit limit terms.,ham
SHP-18415,Apex Logistics Corp,+15558159792,+15551748447,Freight schedule check for shipment SHP-SHP-18415. All parameters within compliance. Thank you.,ham
SHP-18416,Vanguard Transport,+15559650433,+15557057022,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18417,Titan Heavy Hauling,+15559604978,+15557874579,"Hi, driver John here. Load SHP-SHP-18417 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18418,Cascade Carrier Group,+15557467475,+15555272158,Load SHP-SHP-18418 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18419,Horizon Shipping Lines,+15552075610,+15554030566,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18419 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-18420,Summit Logistics Inc,+15558314054,+15559730631,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-18421,Summit Logistics Inc,+15557505803,+15551840271,Load SHP-SHP-18421 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18422,Apex Logistics Corp,carrier-check@gmail-logistics.com,Unknown,"URGENT: Dispatcher system is undergoing emergency maintenance. Please reroute shipment SHP-SHP-18422 to alternative dock: 625 Industrial Way, Phoenix, AZ immediately. Do not call dispatch office.",spam
SHP-18423,Sentinel Delivery Systems,dispatch-support@gmail-logistics.com,Unknown,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-18423. Click to sign electronically: http://sentineldeliverysystems-esign-portal.com",spam
SHP-18424,Global Cargo Solutions,+15552774773,+15559963829,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18425,Horizon Shipping Lines,+15557934281,+15556577953,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18425. Status: In Transit.",ham
SHP-18426,Apex Logistics Corp,carrier-check@gmail-logistics.com,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-18427,Cascade Carrier Group,+15559580143,+15551536625,"Hi, driver John here. Load SHP-SHP-18427 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18428,Sentinel Delivery Systems,+15553099232,+15553116288,Invoice submitted for carrier fees for SHP-SHP-18428. Please check credit limit terms.,ham
SHP-18429,Vanguard Transport,dispatch-support@gmail-logistics.com,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-18430,Sentinel Delivery Systems,+15552801103,+15557773017,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18430. Status: In Transit.",ham
SHP-18431,Vanguard Transport,+15559208001,+15554370808,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18431 with Vanguard Transport. Let us know if you need changes.",ham
SHP-18432,Global Cargo Solutions,+15555859413,+15555126810,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18433,Global Cargo Solutions,+15558159274,+15554059586,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18433. Status: In Transit.",ham
SHP-18434,Cascade Carrier Group,+15558097992,+15557205796,Load SHP-SHP-18434 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18435,Global Cargo Solutions,billing-ops@outlook-cargo.net,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-18436,Vanguard Transport,+15557431928,+15554598680,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18437,Global Cargo Solutions,+15556531717,+15555225050,Invoice submitted for carrier fees for SHP-SHP-18437. Please check credit limit terms.,ham
SHP-18438,Sentinel Delivery Systems,+15559975884,+15552560311,Freight schedule check for shipment SHP-SHP-18438. All parameters within compliance. Thank you.,ham
SHP-18439,Delta Freight Systems,+15551394136,+15554151255,Load SHP-SHP-18439 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18440,Delta Freight Systems,+15556220480,+15557976268,"Hi, driver John here. Load SHP-SHP-18440 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18441,Sentinel Delivery Systems,+15555962252,+15558178874,Invoice submitted for carrier fees for SHP-SHP-18441. Please check credit limit terms.,ham
SHP-18442,Cascade Carrier Group,+15553389242,+15552927708,Truck inspection completed for SHP-SHP-18442. Trailer seal ID: 90627. Driver heading to route.,ham
SHP-18443,Sentinel Delivery Systems,+15553967778,+15552773892,Invoice submitted for carrier fees for SHP-SHP-18443. Please check credit limit terms.,ham
SHP-18444,Titan Heavy Hauling,+15559214263,+15558903294,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18445,Summit Logistics Inc,+15554656408,+15552092606,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18446,Cascade Carrier Group,+15557975770,+15556422674,"Sentinel Cargo ID validation: Enter OTP 1882 to complete gate registration. If you did not request this, contact support.",spam
SHP-18447,Vanguard Transport,+15559227343,+15555470948,Freight schedule check for shipment SHP-SHP-18447. All parameters within compliance. Thank you.,ham
SHP-18448,Summit Logistics Inc,+15554833133,+15556166095,Invoice submitted for carrier fees for SHP-SHP-18448. Please check credit limit terms.,ham
SHP-18449,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-18450,Delta Freight Systems,+15558112413,+15557184824,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18450 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-18451,Horizon Shipping Lines,+15558072959,+15557416333,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18451. Status: In Transit.",ham
SHP-18452,Cascade Carrier Group,+15558063144,+15559369033,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18452. Status: In Transit.",ham
SHP-18453,Apex Logistics Corp,+15554590350,+15557305824,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18454,Horizon Shipping Lines,+15555293672,+15556224314,Invoice submitted for carrier fees for SHP-SHP-18454. Please check credit limit terms.,ham
SHP-18455,Global Cargo Solutions,+15558870530,+15553046881,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-18456,Global Cargo Solutions,+15554654678,+15555619820,"Hi, driver John here. Load SHP-SHP-18456 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18457,Apex Logistics Corp,+15559575539,+15554073195,Load SHP-SHP-18457 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18458,Horizon Shipping Lines,+15554323521,+15553268441,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18458 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-18459,Apex Logistics Corp,+15557666954,+15557619743,"Hi, driver John here. Load SHP-SHP-18459 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18460,Summit Logistics Inc,+15559414780,+15555475816,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18461,Horizon Shipping Lines,+15558835009,+15559824026,Checking trailer temperature for SHP-SHP-18461. Climate control working properly.,ham
SHP-18462,Sentinel Delivery Systems,+15559398177,+15559247688,Truck inspection completed for SHP-SHP-18462. Trailer seal ID: 65830. Driver heading to route.,ham
SHP-18463,Cascade Carrier Group,+15552431133,+15552660165,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18464,Summit Logistics Inc,+15555927612,+15557991678,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18464 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-18465,Global Cargo Solutions,+15557301090,+15553968215,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18466,Delta Freight Systems,+15552617893,+15551348146,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18467,Sentinel Delivery Systems,+15559274081,+15559669549,Load SHP-SHP-18467 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18468,Vanguard Transport,+15559810622,+15556061186,Freight schedule check for shipment SHP-SHP-18468. All parameters within compliance. Thank you.,ham
SHP-18469,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-18469. Click to sign electronically: http://titanheavyhauling-esign-portal.com",spam
SHP-18470,Apex Logistics Corp,+15553345628,+15555387696,"Hi, driver John here. Load SHP-SHP-18470 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18471,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-18472,Horizon Shipping Lines,+15554740567,+15554623905,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18473,Cascade Carrier Group,+15557267337,+15558992443,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-18474,Vanguard Transport,+15551507945,+15555537796,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-18475,Titan Heavy Hauling,+15551901562,+15556050335,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18476,Cascade Carrier Group,+15558452783,+15557684561,Freight schedule check for shipment SHP-SHP-18476. All parameters within compliance. Thank you.,ham
SHP-18477,Global Cargo Solutions,+15559236169,+15557320815,"Congratulations customer, you earned 10,000 bonus rewards points. Redeem for cash or travel vouchers at http://loyalty-redeem-exclusive-loyalty.com",spam
SHP-18478,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,Sweepstakes Draw Result: Ticket #49324 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
