shipment_id,sender,receiver,message_type,message_content,is_fraudulent,fraud_probability,created_at
SHP-1825,+15551511403,+15552814986,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.9,2026-04-05 05:22:51
SHP-1825,+15551712203,+15557854949,SMS,"Rerouting SHP SHP-1825. Deliver load to Houston, TX West Compound instead of Main Terminal.",1,0.73,2026-04-05 05:22:51
SHP-1826,+15553935687,+15552916056,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.01,2026-05-30 22:22:51
SHP-1827,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1827 in Chicago, IL. Estimated arrival in Las Vegas, NV remains unchanged.",0,0.05,2026-05-26 14:22:51
SHP-1827,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.1,2026-05-26 14:22:51
SHP-1827,+15555265122,+15558339610,SMS,Refueling. Trailer locks checked and secure.,0,0.11,2026-05-26 14:22:51
SHP-1828,+15551418312,+15552137683,SMS,DriverJohn here. SHP SHP-1828 load completed. Departing origin now.,0,0.01,2026-04-28 02:22:51
SHP-1829,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1829 in Dallas, TX. Estimated arrival in New York, NY remains unchanged.",0,0.06,2026-06-06 21:22:51
SHP-1829,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1829 in Dallas, TX. Estimated arrival in New York, NY remains unchanged.",0,0.2,2026-06-06 21:22:51
SHP-1829,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1829 in Dallas, TX. Estimated arrival in New York, NY remains unchanged.",0,0.15,2026-06-06 21:22:51
SHP-1830,+15552712205,+15557893543,SMS,"Rerouting SHP SHP-1830. Deliver load to Houston, TX West Compound instead of Main Terminal.",1,0.98,2026-04-19 04:22:51
SHP-1830,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1830 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Houston, TX immediately.",1,0.84,2026-04-19 04:22:51
SHP-1831,+15551245962,+15552123999,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-05-29 11:22:51
SHP-1831,+15553341538,+15551441357,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.12,2026-05-29 11:22:51
SHP-1831,+15553877765,+15552773203,SMS,DriverJohn here. SHP SHP-1831 load completed. Departing origin now.,0,0.1,2026-05-29 11:22:51
SHP-1832,+15553459638,+15552878321,SMS,DriverJohn here. SHP SHP-1832 load completed. Departing origin now.,0,0.24,2026-04-03 21:22:51
SHP-1832,info@frontierhauling.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.13,2026-04-03 21:22:51
SHP-1832,+15559526474,+15551512305,SMS,DriverJohn here. SHP SHP-1832 load completed. Departing origin now.,0,0.24,2026-04-03 21:22:51
SHP-1833,+15558342847,+15551193508,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.02,2026-05-09 06:22:51
SHP-1833,info@metrologistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1833 in New York, NY. Estimated arrival in Denver, CO remains unchanged.",0,0.14,2026-05-09 06:22:51
SHP-1833,+15558957561,+15556372033,SMS,Refueling. Trailer locks checked and secure.,0,0.17,2026-05-09 06:22:51
SHP-1834,+15559467237,+15553523914,SMS,Refueling. Trailer locks checked and secure.,0,0.18,2026-04-03 19:22:51
SHP-1835,+15558166382,+15551738553,SMS,Refueling. Trailer locks checked and secure.,0,0.22,2026-04-08 22:22:51
SHP-1836,info@unitedcargo.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.18,2026-04-07 04:22:51
SHP-1836,+15557313511,+15557437932,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.18,2026-04-07 04:22:51
SHP-1837,info@titanhaulers.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.25,2026-04-13 07:22:51
SHP-1837,+15555079515,+15557822135,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-04-13 07:22:51
SHP-1838,+15558128881,+15551370018,SMS,Driver: Reroute load SHP-1838 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.73,2026-04-10 22:22:51
SHP-1839,info@cascadelogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.18,2026-04-13 20:22:51
SHP-1840,+15556068198,+15559314653,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.07,2026-05-06 12:22:51
SHP-1840,info@atlascargo.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.08,2026-05-06 12:22:51
SHP-1841,info@blueskytransport.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1841 in New York, NY. Estimated arrival in Boston, MA remains unchanged.",0,0.15,2026-04-02 05:22:51
SHP-1841,info@blueskytransport.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.14,2026-04-02 05:22:51
SHP-1841,info@blueskytransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.12,2026-04-02 05:22:51
SHP-1842,+15555446406,+15558083090,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.17,2026-04-06 21:22:51
SHP-1842,+15558387790,+15556228045,SMS,Refueling. Trailer locks checked and secure.,0,0.14,2026-04-06 21:22:51
SHP-1843,info@westcoastfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.17,2026-06-16 15:22:51
SHP-1843,info@westcoastfreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.25,2026-06-16 15:22:51
SHP-1843,info@westcoastfreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.22,2026-06-16 15:22:51
SHP-1844,+15555170025,+15557891905,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.03,2026-06-09 07:22:51
SHP-1844,+15556497119,+15557247640,SMS,DriverJohn here. SHP SHP-1844 load completed. Departing origin now.,0,0.09,2026-06-09 07:22:51
SHP-1845,+15551838900,+15556484043,SMS,"Rerouting SHP SHP-1845. Deliver load to Denver, CO West Compound instead of Main Terminal.",1,0.78,2026-05-12 02:22:51
SHP-1845,info@atlascargo.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1845 in New York, NY. Estimated arrival in Denver, CO remains unchanged.",0,0.08,2026-05-12 02:22:51
SHP-1845,+15556702856,+15551489629,SMS,"Rerouting SHP SHP-1845. Deliver load to Denver, CO West Compound instead of Main Terminal.",1,0.93,2026-05-12 02:22:51
SHP-1846,info@jupitershipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.19,2026-04-25 01:22:51
SHP-1846,+15555851810,+15551909197,SMS,DriverJohn here. SHP SHP-1846 load completed. Departing origin now.,0,0.1,2026-04-25 01:22:51
SHP-1847,+15554037413,+15558582065,SMS,Refueling. Trailer locks checked and secure.,0,0.24,2026-04-13 19:22:51
SHP-1848,+15552676290,+15552548539,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.23,2026-05-12 14:22:51
SHP-1849,+15559296907,+15553145003,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.22,2026-03-25 17:22:51
SHP-1849,info@quantumlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.15,2026-03-25 17:22:51
SHP-1850,info@libertycargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.01,2026-04-26 19:22:51
SHP-1851,+15553832054,+15557182333,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.24,2026-05-13 07:22:51
SHP-1851,info@quantumlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1851 in Dallas, TX. Estimated arrival in Boston, MA remains unchanged.",0,0.03,2026-05-13 07:22:51
SHP-1851,info@quantumlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.08,2026-05-13 07:22:51
SHP-1852,info@interstatecarriers.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.21,2026-06-16 01:22:51
SHP-1852,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1852. Let us know if you need anything else.",0,0.03,2026-06-16 01:22:51
SHP-1853,+15554460803,+15555075122,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.16,2026-05-26 11:22:51
SHP-1853,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.04,2026-05-26 11:22:51
SHP-1854,info@goldstarlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.2,2026-05-24 01:22:51
SHP-1855,info@horizonfreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1855 in New York, NY. Estimated arrival in Las Vegas, NV remains unchanged.",0,0.21,2026-04-23 00:22:51
SHP-1855,+15551198227,+15551600018,SMS,DriverJohn here. SHP SHP-1855 load completed. Departing origin now.,0,0.13,2026-04-23 00:22:51
SHP-1855,+15558391061,+15558955263,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.13,2026-04-23 00:22:51
SHP-1856,info@cascadelogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.22,2026-05-09 22:22:51
SHP-1857,+15559427853,+15559598194,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-05-04 21:22:51
SHP-1857,+15558140130,+15559853232,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.22,2026-05-04 21:22:51
SHP-1857,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1857 in Seattle, WA. Estimated arrival in Miami, FL remains unchanged.",0,0.25,2026-05-04 21:22:51
SHP-1858,+15555238482,+15553936508,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.03,2026-04-26 02:22:51
SHP-1859,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.23,2026-04-06 18:22:51
SHP-1859,info@goldstarlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.05,2026-04-06 18:22:51
SHP-1860,info@frontierhauling.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1860. Let us know if you need anything else.",0,0.02,2026-04-07 14:22:51
SHP-1861,info@quantumlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.02,2026-06-13 09:22:51
SHP-1862,info@jupitershipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.13,2026-06-02 23:22:51
SHP-1862,info@jupitershipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.07,2026-06-02 23:22:51
SHP-1862,info@jupitershipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.08,2026-06-02 23:22:51
SHP-1863,+15555679965,+15556526817,SMS,Refueling. Trailer locks checked and secure.,0,0.11,2026-03-27 04:22:51
SHP-1864,info@cascadelogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1864. Let us know if you need anything else.",0,0.18,2026-04-02 14:22:51
SHP-1864,info@cascadelogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1864 in Los Angeles, CA. Estimated arrival in Las Vegas, NV remains unchanged.",0,0.0,2026-04-02 14:22:51
SHP-1865,+15558041236,+15554394065,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-06-10 14:22:51
SHP-1866,info@metrologistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.13,2026-04-23 07:22:51
SHP-1866,+15552218828,+15557108322,SMS,DriverJohn here. SHP SHP-1866 load completed. Departing origin now.,0,0.09,2026-04-23 07:22:51
SHP-1866,+15554030134,+15557090487,SMS,Refueling. Trailer locks checked and secure.,0,0.21,2026-04-23 07:22:51
SHP-1867,info@summitlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.0,2026-05-19 12:22:51
SHP-1867,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.21,2026-05-19 12:22:51
SHP-1867,+15553335391,+15552222046,SMS,Refueling. Trailer locks checked and secure.,0,0.09,2026-05-19 12:22:51
SHP-1868,info@quantumlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1868. Let us know if you need anything else.",0,0.02,2026-04-11 05:22:51
SHP-1868,info@quantumlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1868 in Miami, FL. Estimated arrival in Houston, TX remains unchanged.",0,0.02,2026-04-11 05:22:51
SHP-1868,+15553311410,+15558310545,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-04-11 05:22:51
SHP-1869,info@apexcarrier.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.09,2026-04-27 13:22:51
SHP-1870,info@jupitershipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.0,2026-06-05 18:22:51
SHP-1870,info@jupitershipping.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1870. Let us know if you need anything else.",0,0.16,2026-06-05 18:22:51
SHP-1871,info@horizonfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.15,2026-04-10 22:22:51
SHP-1871,+15551084840,+15551979970,SMS,DriverJohn here. SHP SHP-1871 load completed. Departing origin now.,0,0.12,2026-04-10 22:22:51
SHP-1871,info@horizonfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.17,2026-04-10 22:22:51
SHP-1872,+15551989886,+15552534558,SMS,DriverJohn here. SHP SHP-1872 load completed. Departing origin now.,0,0.14,2026-05-10 14:22:51
SHP-1873,info@atlascargo.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.03,2026-03-30 13:22:51
SHP-1873,info@atlascargo.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1873. Let us know if you need anything else.",0,0.12,2026-03-30 13:22:51
SHP-1874,+15555916321,+15554808484,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.2,2026-06-15 16:22:51
SHP-1874,+15557932418,+15554579226,SMS,Refueling. Trailer locks checked and secure.,0,0.09,2026-06-15 16:22:51
SHP-1874,+15555681322,+15558922493,SMS,DriverJohn here. SHP SHP-1874 load completed. Departing origin now.,0,0.1,2026-06-15 16:22:51
SHP-1875,+15551761751,+15553579145,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.19,2026-04-03 20:22:51
SHP-1875,+15554720834,+15554073181,SMS,DriverJohn here. SHP SHP-1875 load completed. Departing origin now.,0,0.12,2026-04-03 20:22:51
SHP-1876,+15555580322,+15558305164,SMS,DriverJohn here. SHP SHP-1876 load completed. Departing origin now.,0,0.19,2026-05-06 18:22:51
SHP-1877,+15555998189,+15557809740,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.14,2026-06-02 23:22:51
SHP-1878,dispatch@apexcorp-logistics.net,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1878 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Miami, FL immediately.",1,0.87,2026-05-06 01:22:51
SHP-1878,+15556445086,+15552797513,SMS,DriverJohn here. SHP SHP-1878 load completed. Departing origin now.,0,0.12,2026-05-06 01:22:51
SHP-1879,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.08,2026-05-23 06:22:51
SHP-1879,+15558468968,+15557527429,SMS,DriverJohn here. SHP SHP-1879 load completed. Departing origin now.,0,0.17,2026-05-23 06:22:51
SHP-1879,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.16,2026-05-23 06:22:51
SHP-1880,info@metrologistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.11,2026-04-04 11:22:51
SHP-1881,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.23,2026-03-30 16:22:51
SHP-1881,+15555355863,+15558384567,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.01,2026-03-30 16:22:51
SHP-1882,info@jupitershipping.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1882. Let us know if you need anything else.",0,0.01,2026-06-02 15:22:51
SHP-1882,+15554627767,+15556101321,SMS,Driver: Reroute load SHP-1882 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.76,2026-06-02 15:22:51
SHP-1882,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,"Important billing update for SHP-1882. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.97,2026-06-02 15:22:51
SHP-1883,+15556806731,+15555087449,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.17,2026-04-05 21:22:51
SHP-1883,+15553457995,+15551766796,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.1,2026-04-05 21:22:51
SHP-1883,info@goldstarlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1883. Let us know if you need anything else.",0,0.1,2026-04-05 21:22:51
SHP-1884,+15559011131,+15555408514,SMS,DriverJohn here. SHP SHP-1884 load completed. Departing origin now.,0,0.19,2026-06-02 15:22:51
SHP-1884,info@pinnaclefreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.13,2026-06-02 15:22:51
SHP-1885,+15558691955,+15557324623,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.08,2026-05-10 21:22:51
SHP-1885,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.04,2026-05-10 21:22:51
SHP-1886,+15554083153,+15552025898,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.17,2026-05-13 19:22:51
SHP-1886,info@libertycargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.2,2026-05-13 19:22:51
SHP-1887,info@jupitershipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.14,2026-06-15 03:22:51
SHP-1888,+15558659445,+15556604982,SMS,Refueling. Trailer locks checked and secure.,0,0.08,2026-04-21 18:22:51
SHP-1888,info@northerntransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1888. Let us know if you need anything else.",0,0.04,2026-04-21 18:22:51
SHP-1888,+15556229204,+15553809967,SMS,Refueling. Trailer locks checked and secure.,0,0.01,2026-04-21 18:22:51
SHP-1889,info@horizonfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1889. Let us know if you need anything else.",0,0.23,2026-04-02 22:22:51
SHP-1890,dispatch@outlook-logistics.com,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1890 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Denver, CO immediately.",1,0.9,2026-04-14 17:22:51
SHP-1890,dispatch@gmail-cargo.com,ops@controlcenter.com,Email,"Dear customer, system outage has affected our primary logistics email. Do not reply to standard office number. Confirm container drop details via this email.",1,0.76,2026-04-14 17:22:51
SHP-1891,info@libertycargo.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1891. Let us know if you need anything else.",0,0.19,2026-05-23 19:22:51
SHP-1891,+15554965012,+15559032095,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.02,2026-05-23 19:22:51
SHP-1891,+15553593308,+15559531555,SMS,Refueling. Trailer locks checked and secure.,0,0.22,2026-05-23 19:22:51
SHP-1892,info@quantumlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.07,2026-05-24 19:22:51
SHP-1893,info@apexcarrier.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1893. Let us know if you need anything else.",0,0.11,2026-05-25 22:22:51
SHP-1893,+15554293083,+15551171259,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.18,2026-05-25 22:22:51
SHP-1893,info@apexcarrier.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.01,2026-05-25 22:22:51
SHP-1894,+15554254164,+15551695060,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.13,2026-05-27 01:22:51
SHP-1895,+15556970322,+15557675380,SMS,DriverJohn here. SHP SHP-1895 load completed. Departing origin now.,0,0.15,2026-04-01 01:22:51
SHP-1895,info@northerntransport.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.19,2026-04-01 01:22:51
SHP-1896,info@vanguardlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1896. Let us know if you need anything else.",0,0.07,2026-06-09 15:22:51
SHP-1897,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1897 in New York, NY. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.1,2026-04-18 17:22:51
SHP-1898,+15557074204,+15557067824,SMS,DriverJohn here. SHP SHP-1898 load completed. Departing origin now.,0,0.08,2026-04-23 12:22:51
SHP-1899,info@jupitershipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.1,2026-04-19 11:22:51
SHP-1899,info@jupitershipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1899 in New York, NY. Estimated arrival in Boston, MA remains unchanged.",0,0.16,2026-04-19 11:22:51
SHP-1899,+15553806405,+15558610402,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.03,2026-04-19 11:22:51
SHP-1900,+15552701408,+15559635016,SMS,Driver: Reroute load SHP-1900 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.85,2026-04-11 13:22:51
SHP-1900,+15552645611,+15557837787,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.16,2026-04-11 13:22:51
SHP-1900,+15552419946,+15557379809,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.06,2026-04-11 13:22:51
SHP-1901,info@redlinetransport.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.06,2026-05-10 11:22:51
SHP-1901,info@redlinetransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1901. Let us know if you need anything else.",0,0.2,2026-05-10 11:22:51
SHP-1901,info@redlinetransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1901. Let us know if you need anything else.",0,0.02,2026-05-10 11:22:51
SHP-1902,+15558608994,+15557733982,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.18,2026-05-11 04:22:51
SHP-1902,+15554344845,+15557048062,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.11,2026-05-11 04:22:51
SHP-1903,info@summitlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.09,2026-04-02 03:22:51
SHP-1904,+15554048820,+15552893169,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.7,2026-05-15 09:22:51
SHP-1904,+15552990842,+15555457623,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.81,2026-05-15 09:22:51
SHP-1905,dispatch@outlook-logistics.com,ops@controlcenter.com,Email,"Important billing update for SHP-1905. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.89,2026-05-02 00:22:51
SHP-1905,+15551503109,+15559961682,SMS,Driver: Reroute load SHP-1905 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.84,2026-05-02 00:22:51
SHP-1905,+15553383853,+15553017414,SMS,DriverJohn here. SHP SHP-1905 load completed. Departing origin now.,0,0.09,2026-05-02 00:22:51
SHP-1906,+15555358076,+15555480511,SMS,Refueling. Trailer locks checked and secure.,0,0.01,2026-06-16 22:22:51
SHP-1906,+15554254705,+15553744763,SMS,DriverJohn here. SHP SHP-1906 load completed. Departing origin now.,0,0.17,2026-06-16 22:22:51
SHP-1906,+15556728364,+15553476114,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.23,2026-06-16 22:22:51
SHP-1907,+15553558536,+15558370707,SMS,DriverJohn here. SHP SHP-1907 load completed. Departing origin now.,0,0.01,2026-04-07 22:22:51
SHP-1907,+15556460709,+15559709790,SMS,DriverJohn here. SHP SHP-1907 load completed. Departing origin now.,0,0.01,2026-04-07 22:22:51
SHP-1907,info@oceanicshipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.21,2026-04-07 22:22:51
SHP-1908,+15554803548,+15553070608,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.19,2026-04-17 17:22:51
SHP-1908,info@frontierhauling.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.25,2026-04-17 17:22:51
SHP-1908,info@frontierhauling.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.03,2026-04-17 17:22:51
SHP-1909,+15553144472,+15557266775,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.21,2026-03-28 09:22:51
SHP-1910,info@vanguardlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1910. Let us know if you need anything else.",0,0.07,2026-05-19 21:22:51
SHP-1910,+15554725540,+15556939785,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.03,2026-05-19 21:22:51
SHP-1910,+15558160876,+15552461423,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.24,2026-05-19 21:22:51
